img_path,mask_path,cls_name,specie_name,anomaly
cashew/Data/Images/Normal/348.JPG,,cashew,,0
cashew/Data/Images/Normal/032.JPG,,cashew,,0
cashew/Data/Images/Normal/224.JPG,,cashew,,0
cashew/Data/Images/Normal/171.JPG,,cashew,,0
cashew/Data/Images/Normal/425.JPG,,cashew,,0
cashew/Data/Images/Normal/154.JPG,,cashew,,0
cashew/Data/Images/Normal/152.JPG,,cashew,,0
cashew/Data/Images/Normal/101.JPG,,cashew,,0
cashew/Data/Images/Normal/218.JPG,,cashew,,0
cashew/Data/Images/Normal/021.JPG,,cashew,,0
cashew/Data/Images/Normal/287.JPG,,cashew,,0
cashew/Data/Images/Normal/470.JPG,,cashew,,0
cashew/Data/Images/Normal/195.JPG,,cashew,,0
cashew/Data/Images/Normal/073.JPG,,cashew,,0
cashew/Data/Images/Normal/447.JPG,,cashew,,0
cashew/Data/Images/Normal/471.JPG,,cashew,,0
cashew/Data/Images/Normal/457.JPG,,cashew,,0
cashew/Data/Images/Normal/030.JPG,,cashew,,0
cashew/Data/Images/Normal/248.JPG,,cashew,,0
cashew/Data/Images/Normal/378.JPG,,cashew,,0
cashew/Data/Images/Normal/026.JPG,,cashew,,0
cashew/Data/Images/Normal/128.JPG,,cashew,,0
cashew/Data/Images/Normal/167.JPG,,cashew,,0
cashew/Data/Images/Normal/003.JPG,,cashew,,0
cashew/Data/Images/Normal/267.JPG,,cashew,,0
cashew/Data/Images/Normal/459.JPG,,cashew,,0
cashew/Data/Images/Normal/295.JPG,,cashew,,0
cashew/Data/Images/Normal/014.JPG,,cashew,,0
cashew/Data/Images/Normal/371.JPG,,cashew,,0
cashew/Data/Images/Normal/494.JPG,,cashew,,0
cashew/Data/Images/Normal/285.JPG,,cashew,,0
cashew/Data/Images/Normal/163.JPG,,cashew,,0
cashew/Data/Images/Normal/363.JPG,,cashew,,0
cashew/Data/Images/Normal/404.JPG,,cashew,,0
cashew/Data/Images/Normal/229.JPG,,cashew,,0
cashew/Data/Images/Normal/049.JPG,,cashew,,0
cashew/Data/Images/Normal/456.JPG,,cashew,,0
cashew/Data/Images/Normal/139.JPG,,cashew,,0
cashew/Data/Images/Normal/194.JPG,,cashew,,0
cashew/Data/Images/Normal/451.JPG,,cashew,,0
cashew/Data/Images/Normal/466.JPG,,cashew,,0
cashew/Data/Images/Normal/346.JPG,,cashew,,0
cashew/Data/Images/Normal/046.JPG,,cashew,,0
cashew/Data/Images/Normal/010.JPG,,cashew,,0
cashew/Data/Images/Normal/018.JPG,,cashew,,0
cashew/Data/Images/Normal/002.JPG,,cashew,,0
cashew/Data/Images/Normal/479.JPG,,cashew,,0
cashew/Data/Images/Normal/209.JPG,,cashew,,0
cashew/Data/Images/Normal/102.JPG,,cashew,,0
cashew/Data/Images/Normal/240.JPG,,cashew,,0
cashew/Data/Images/Normal/038.JPG,,cashew,,0
cashew/Data/Images/Normal/169.JPG,,cashew,,0
cashew/Data/Images/Normal/468.JPG,,cashew,,0
cashew/Data/Images/Normal/067.JPG,,cashew,,0
cashew/Data/Images/Normal/135.JPG,,cashew,,0
cashew/Data/Images/Normal/215.JPG,,cashew,,0
cashew/Data/Images/Normal/411.JPG,,cashew,,0
cashew/Data/Images/Normal/024.JPG,,cashew,,0
cashew/Data/Images/Normal/220.JPG,,cashew,,0
cashew/Data/Images/Normal/254.JPG,,cashew,,0
cashew/Data/Images/Normal/230.JPG,,cashew,,0
cashew/Data/Images/Normal/278.JPG,,cashew,,0
cashew/Data/Images/Normal/391.JPG,,cashew,,0
cashew/Data/Images/Normal/499.JPG,,cashew,,0
cashew/Data/Images/Normal/225.JPG,,cashew,,0
cashew/Data/Images/Normal/019.JPG,,cashew,,0
cashew/Data/Images/Normal/204.JPG,,cashew,,0
cashew/Data/Images/Normal/491.JPG,,cashew,,0
cashew/Data/Images/Normal/320.JPG,,cashew,,0
cashew/Data/Images/Normal/492.JPG,,cashew,,0
cashew/Data/Images/Normal/034.JPG,,cashew,,0
cashew/Data/Images/Normal/293.JPG,,cashew,,0
cashew/Data/Images/Normal/415.JPG,,cashew,,0
cashew/Data/Images/Normal/399.JPG,,cashew,,0
cashew/Data/Images/Normal/274.JPG,,cashew,,0
cashew/Data/Images/Normal/364.JPG,,cashew,,0
cashew/Data/Images/Normal/058.JPG,,cashew,,0
cashew/Data/Images/Normal/313.JPG,,cashew,,0
cashew/Data/Images/Normal/419.JPG,,cashew,,0
cashew/Data/Images/Normal/409.JPG,,cashew,,0
cashew/Data/Images/Normal/269.JPG,,cashew,,0
cashew/Data/Images/Normal/136.JPG,,cashew,,0
cashew/Data/Images/Normal/045.JPG,,cashew,,0
cashew/Data/Images/Normal/383.JPG,,cashew,,0
cashew/Data/Images/Normal/355.JPG,,cashew,,0
cashew/Data/Images/Normal/469.JPG,,cashew,,0
cashew/Data/Images/Normal/236.JPG,,cashew,,0
cashew/Data/Images/Normal/379.JPG,,cashew,,0
cashew/Data/Images/Normal/033.JPG,,cashew,,0
cashew/Data/Images/Normal/075.JPG,,cashew,,0
cashew/Data/Images/Normal/233.JPG,,cashew,,0
cashew/Data/Images/Normal/110.JPG,,cashew,,0
cashew/Data/Images/Normal/100.JPG,,cashew,,0
cashew/Data/Images/Normal/186.JPG,,cashew,,0
cashew/Data/Images/Normal/116.JPG,,cashew,,0
cashew/Data/Images/Normal/339.JPG,,cashew,,0
cashew/Data/Images/Normal/219.JPG,,cashew,,0
cashew/Data/Images/Normal/258.JPG,,cashew,,0
cashew/Data/Images/Normal/174.JPG,,cashew,,0
cashew/Data/Images/Normal/454.JPG,,cashew,,0
cashew/Data/Images/Normal/070.JPG,,cashew,,0
cashew/Data/Images/Normal/185.JPG,,cashew,,0
cashew/Data/Images/Normal/187.JPG,,cashew,,0
cashew/Data/Images/Normal/452.JPG,,cashew,,0
cashew/Data/Images/Normal/261.JPG,,cashew,,0
cashew/Data/Images/Normal/275.JPG,,cashew,,0
cashew/Data/Images/Normal/065.JPG,,cashew,,0
cashew/Data/Images/Normal/465.JPG,,cashew,,0
cashew/Data/Images/Normal/443.JPG,,cashew,,0
cashew/Data/Images/Normal/035.JPG,,cashew,,0
cashew/Data/Images/Normal/203.JPG,,cashew,,0
cashew/Data/Images/Normal/132.JPG,,cashew,,0
cashew/Data/Images/Normal/088.JPG,,cashew,,0
cashew/Data/Images/Normal/359.JPG,,cashew,,0
cashew/Data/Images/Normal/246.JPG,,cashew,,0
cashew/Data/Images/Normal/196.JPG,,cashew,,0
cashew/Data/Images/Normal/037.JPG,,cashew,,0
cashew/Data/Images/Normal/356.JPG,,cashew,,0
cashew/Data/Images/Normal/281.JPG,,cashew,,0
cashew/Data/Images/Normal/017.JPG,,cashew,,0
cashew/Data/Images/Normal/376.JPG,,cashew,,0
cashew/Data/Images/Normal/463.JPG,,cashew,,0
cashew/Data/Images/Normal/137.JPG,,cashew,,0
cashew/Data/Images/Normal/078.JPG,,cashew,,0
cashew/Data/Images/Normal/129.JPG,,cashew,,0
cashew/Data/Images/Normal/434.JPG,,cashew,,0
cashew/Data/Images/Normal/175.JPG,,cashew,,0
cashew/Data/Images/Normal/299.JPG,,cashew,,0
cashew/Data/Images/Normal/421.JPG,,cashew,,0
cashew/Data/Images/Normal/336.JPG,,cashew,,0
cashew/Data/Images/Normal/210.JPG,,cashew,,0
cashew/Data/Images/Normal/179.JPG,,cashew,,0
cashew/Data/Images/Normal/372.JPG,,cashew,,0
cashew/Data/Images/Normal/068.JPG,,cashew,,0
cashew/Data/Images/Normal/291.JPG,,cashew,,0
cashew/Data/Images/Normal/222.JPG,,cashew,,0
cashew/Data/Images/Normal/474.JPG,,cashew,,0
cashew/Data/Images/Normal/414.JPG,,cashew,,0
cashew/Data/Images/Normal/485.JPG,,cashew,,0
cashew/Data/Images/Normal/004.JPG,,cashew,,0
cashew/Data/Images/Normal/318.JPG,,cashew,,0
cashew/Data/Images/Normal/041.JPG,,cashew,,0
cashew/Data/Images/Normal/440.JPG,,cashew,,0
cashew/Data/Images/Normal/481.JPG,,cashew,,0
cashew/Data/Images/Normal/052.JPG,,cashew,,0
cashew/Data/Images/Normal/044.JPG,,cashew,,0
cashew/Data/Images/Normal/303.JPG,,cashew,,0
cashew/Data/Images/Normal/390.JPG,,cashew,,0
cashew/Data/Images/Normal/279.JPG,,cashew,,0
cashew/Data/Images/Normal/055.JPG,,cashew,,0
cashew/Data/Images/Normal/292.JPG,,cashew,,0
cashew/Data/Images/Normal/432.JPG,,cashew,,0
cashew/Data/Images/Normal/322.JPG,,cashew,,0
cashew/Data/Images/Normal/223.JPG,,cashew,,0
cashew/Data/Images/Normal/092.JPG,,cashew,,0
cashew/Data/Images/Normal/009.JPG,,cashew,,0
cashew/Data/Images/Normal/410.JPG,,cashew,,0
cashew/Data/Images/Normal/325.JPG,,cashew,,0
cashew/Data/Images/Normal/082.JPG,,cashew,,0
cashew/Data/Images/Normal/125.JPG,,cashew,,0
cashew/Data/Images/Normal/027.JPG,,cashew,,0
cashew/Data/Images/Normal/212.JPG,,cashew,,0
cashew/Data/Images/Normal/109.JPG,,cashew,,0
cashew/Data/Images/Normal/182.JPG,,cashew,,0
cashew/Data/Images/Normal/288.JPG,,cashew,,0
cashew/Data/Images/Normal/380.JPG,,cashew,,0
cashew/Data/Images/Normal/145.JPG,,cashew,,0
cashew/Data/Images/Normal/427.JPG,,cashew,,0
cashew/Data/Images/Normal/368.JPG,,cashew,,0
cashew/Data/Images/Normal/301.JPG,,cashew,,0
cashew/Data/Images/Normal/353.JPG,,cashew,,0
cashew/Data/Images/Normal/321.JPG,,cashew,,0
cashew/Data/Images/Normal/205.JPG,,cashew,,0
cashew/Data/Images/Normal/150.JPG,,cashew,,0
cashew/Data/Images/Normal/083.JPG,,cashew,,0
cashew/Data/Images/Normal/158.JPG,,cashew,,0
cashew/Data/Images/Normal/350.JPG,,cashew,,0
cashew/Data/Images/Normal/298.JPG,,cashew,,0
cashew/Data/Images/Normal/312.JPG,,cashew,,0
cashew/Data/Images/Normal/263.JPG,,cashew,,0
cashew/Data/Images/Normal/133.JPG,,cashew,,0
cashew/Data/Images/Normal/366.JPG,,cashew,,0
cashew/Data/Images/Normal/007.JPG,,cashew,,0
cashew/Data/Images/Normal/020.JPG,,cashew,,0
cashew/Data/Images/Normal/296.JPG,,cashew,,0
cashew/Data/Images/Normal/424.JPG,,cashew,,0
cashew/Data/Images/Normal/164.JPG,,cashew,,0
cashew/Data/Images/Normal/243.JPG,,cashew,,0
cashew/Data/Images/Normal/199.JPG,,cashew,,0
cashew/Data/Images/Normal/235.JPG,,cashew,,0
cashew/Data/Images/Normal/480.JPG,,cashew,,0
cashew/Data/Images/Normal/333.JPG,,cashew,,0
cashew/Data/Images/Normal/029.JPG,,cashew,,0
cashew/Data/Images/Normal/306.JPG,,cashew,,0
cashew/Data/Images/Normal/439.JPG,,cashew,,0
cashew/Data/Images/Normal/464.JPG,,cashew,,0
cashew/Data/Images/Normal/394.JPG,,cashew,,0
cashew/Data/Images/Normal/134.JPG,,cashew,,0
cashew/Data/Images/Normal/081.JPG,,cashew,,0
cashew/Data/Images/Normal/476.JPG,,cashew,,0
cashew/Data/Images/Normal/331.JPG,,cashew,,0
cashew/Data/Images/Normal/028.JPG,,cashew,,0
cashew/Data/Images/Normal/022.JPG,,cashew,,0
cashew/Data/Images/Normal/360.JPG,,cashew,,0
cashew/Data/Images/Normal/096.JPG,,cashew,,0
cashew/Data/Images/Normal/061.JPG,,cashew,,0
cashew/Data/Images/Normal/358.JPG,,cashew,,0
cashew/Data/Images/Normal/413.JPG,,cashew,,0
cashew/Data/Images/Normal/250.JPG,,cashew,,0
cashew/Data/Images/Normal/155.JPG,,cashew,,0
cashew/Data/Images/Normal/431.JPG,,cashew,,0
cashew/Data/Images/Normal/111.JPG,,cashew,,0
cashew/Data/Images/Normal/283.JPG,,cashew,,0
cashew/Data/Images/Normal/290.JPG,,cashew,,0
cashew/Data/Images/Normal/264.JPG,,cashew,,0
cashew/Data/Images/Normal/265.JPG,,cashew,,0
cashew/Data/Images/Normal/159.JPG,,cashew,,0
cashew/Data/Images/Normal/206.JPG,,cashew,,0
cashew/Data/Images/Normal/266.JPG,,cashew,,0
cashew/Data/Images/Normal/051.JPG,,cashew,,0
cashew/Data/Images/Normal/397.JPG,,cashew,,0
cashew/Data/Images/Normal/495.JPG,,cashew,,0
cashew/Data/Images/Normal/317.JPG,,cashew,,0
cashew/Data/Images/Normal/016.JPG,,cashew,,0
cashew/Data/Images/Normal/126.JPG,,cashew,,0
cashew/Data/Images/Normal/121.JPG,,cashew,,0
cashew/Data/Images/Normal/311.JPG,,cashew,,0
cashew/Data/Images/Normal/332.JPG,,cashew,,0
cashew/Data/Images/Normal/157.JPG,,cashew,,0
cashew/Data/Images/Normal/141.JPG,,cashew,,0
cashew/Data/Images/Normal/161.JPG,,cashew,,0
cashew/Data/Images/Normal/319.JPG,,cashew,,0
cashew/Data/Images/Normal/343.JPG,,cashew,,0
cashew/Data/Images/Normal/237.JPG,,cashew,,0
cashew/Data/Images/Normal/173.JPG,,cashew,,0
cashew/Data/Images/Normal/488.JPG,,cashew,,0
cashew/Data/Images/Normal/190.JPG,,cashew,,0
cashew/Data/Images/Normal/184.JPG,,cashew,,0
cashew/Data/Images/Normal/192.JPG,,cashew,,0
cashew/Data/Images/Normal/072.JPG,,cashew,,0
cashew/Data/Images/Normal/304.JPG,,cashew,,0
cashew/Data/Images/Normal/108.JPG,,cashew,,0
cashew/Data/Images/Normal/142.JPG,,cashew,,0
cashew/Data/Images/Normal/370.JPG,,cashew,,0
cashew/Data/Images/Normal/423.JPG,,cashew,,0
cashew/Data/Images/Normal/429.JPG,,cashew,,0
cashew/Data/Images/Normal/056.JPG,,cashew,,0
cashew/Data/Images/Normal/122.JPG,,cashew,,0
cashew/Data/Images/Normal/113.JPG,,cashew,,0
cashew/Data/Images/Normal/268.JPG,,cashew,,0
cashew/Data/Images/Normal/323.JPG,,cashew,,0
cashew/Data/Images/Normal/430.JPG,,cashew,,0
cashew/Data/Images/Normal/247.JPG,,cashew,,0
cashew/Data/Images/Normal/131.JPG,,cashew,,0
cashew/Data/Images/Normal/011.JPG,,cashew,,0
cashew/Data/Images/Normal/180.JPG,,cashew,,0
cashew/Data/Images/Normal/448.JPG,,cashew,,0
cashew/Data/Images/Normal/198.JPG,,cashew,,0
cashew/Data/Images/Normal/094.JPG,,cashew,,0
cashew/Data/Images/Normal/063.JPG,,cashew,,0
cashew/Data/Images/Normal/418.JPG,,cashew,,0
cashew/Data/Images/Normal/117.JPG,,cashew,,0
cashew/Data/Images/Normal/407.JPG,,cashew,,0
cashew/Data/Images/Normal/373.JPG,,cashew,,0
cashew/Data/Images/Normal/042.JPG,,cashew,,0
cashew/Data/Images/Normal/114.JPG,,cashew,,0
cashew/Data/Images/Normal/277.JPG,,cashew,,0
cashew/Data/Images/Normal/232.JPG,,cashew,,0
cashew/Data/Images/Normal/349.JPG,,cashew,,0
cashew/Data/Images/Normal/178.JPG,,cashew,,0
cashew/Data/Images/Normal/326.JPG,,cashew,,0
cashew/Data/Images/Normal/385.JPG,,cashew,,0
cashew/Data/Images/Normal/217.JPG,,cashew,,0
cashew/Data/Images/Normal/080.JPG,,cashew,,0
cashew/Data/Images/Normal/099.JPG,,cashew,,0
cashew/Data/Images/Normal/478.JPG,,cashew,,0
cashew/Data/Images/Normal/442.JPG,,cashew,,0
cashew/Data/Images/Normal/015.JPG,,cashew,,0
cashew/Data/Images/Normal/165.JPG,,cashew,,0
cashew/Data/Images/Normal/090.JPG,,cashew,,0
cashew/Data/Images/Normal/472.JPG,,cashew,,0
cashew/Data/Images/Normal/226.JPG,,cashew,,0
cashew/Data/Images/Normal/361.JPG,,cashew,,0
cashew/Data/Images/Normal/280.JPG,,cashew,,0
cashew/Data/Images/Normal/095.JPG,,cashew,,0
cashew/Data/Images/Normal/189.JPG,,cashew,,0
cashew/Data/Images/Normal/057.JPG,,cashew,,0
cashew/Data/Images/Normal/406.JPG,,cashew,,0
cashew/Data/Images/Normal/475.JPG,,cashew,,0
cashew/Data/Images/Normal/286.JPG,,cashew,,0
cashew/Data/Images/Normal/140.JPG,,cashew,,0
cashew/Data/Images/Normal/183.JPG,,cashew,,0
cashew/Data/Images/Normal/214.JPG,,cashew,,0
cashew/Data/Images/Normal/040.JPG,,cashew,,0
cashew/Data/Images/Normal/453.JPG,,cashew,,0
cashew/Data/Images/Normal/374.JPG,,cashew,,0
cashew/Data/Images/Normal/316.JPG,,cashew,,0
cashew/Data/Images/Normal/031.JPG,,cashew,,0
cashew/Data/Images/Normal/120.JPG,,cashew,,0
cashew/Data/Images/Normal/396.JPG,,cashew,,0
cashew/Data/Images/Normal/483.JPG,,cashew,,0
cashew/Data/Images/Normal/144.JPG,,cashew,,0
cashew/Data/Images/Normal/416.JPG,,cashew,,0
cashew/Data/Images/Normal/441.JPG,,cashew,,0
cashew/Data/Images/Normal/300.JPG,,cashew,,0
cashew/Data/Images/Normal/162.JPG,,cashew,,0
cashew/Data/Images/Normal/076.JPG,,cashew,,0
cashew/Data/Images/Normal/449.JPG,,cashew,,0
cashew/Data/Images/Normal/395.JPG,,cashew,,0
cashew/Data/Images/Normal/053.JPG,,cashew,,0
cashew/Data/Images/Normal/242.JPG,,cashew,,0
cashew/Data/Images/Normal/345.JPG,,cashew,,0
cashew/Data/Images/Normal/151.JPG,,cashew,,0
cashew/Data/Images/Normal/118.JPG,,cashew,,0
cashew/Data/Images/Normal/197.JPG,,cashew,,0
cashew/Data/Images/Normal/438.JPG,,cashew,,0
cashew/Data/Images/Normal/486.JPG,,cashew,,0
cashew/Data/Images/Normal/328.JPG,,cashew,,0
cashew/Data/Images/Normal/188.JPG,,cashew,,0
cashew/Data/Images/Normal/329.JPG,,cashew,,0
cashew/Data/Images/Normal/257.JPG,,cashew,,0
cashew/Data/Images/Normal/308.JPG,,cashew,,0
cashew/Data/Images/Normal/362.JPG,,cashew,,0
cashew/Data/Images/Normal/086.JPG,,cashew,,0
cashew/Data/Images/Normal/496.JPG,,cashew,,0
cashew/Data/Images/Normal/241.JPG,,cashew,,0
cashew/Data/Images/Normal/327.JPG,,cashew,,0
cashew/Data/Images/Normal/200.JPG,,cashew,,0
cashew/Data/Images/Normal/234.JPG,,cashew,,0
cashew/Data/Images/Normal/262.JPG,,cashew,,0
cashew/Data/Images/Normal/085.JPG,,cashew,,0
cashew/Data/Images/Normal/315.JPG,,cashew,,0
cashew/Data/Images/Normal/497.JPG,,cashew,,0
cashew/Data/Images/Normal/160.JPG,,cashew,,0
cashew/Data/Images/Normal/211.JPG,,cashew,,0
cashew/Data/Images/Normal/208.JPG,,cashew,,0
cashew/Data/Images/Normal/375.JPG,,cashew,,0
cashew/Data/Images/Normal/382.JPG,,cashew,,0
cashew/Data/Images/Normal/365.JPG,,cashew,,0
cashew/Data/Images/Normal/153.JPG,,cashew,,0
cashew/Data/Images/Normal/005.JPG,,cashew,,0
cashew/Data/Images/Normal/107.JPG,,cashew,,0
cashew/Data/Images/Normal/079.JPG,,cashew,,0
cashew/Data/Images/Normal/314.JPG,,cashew,,0
cashew/Data/Images/Normal/347.JPG,,cashew,,0
cashew/Data/Images/Normal/259.JPG,,cashew,,0
cashew/Data/Images/Normal/458.JPG,,cashew,,0
cashew/Data/Images/Normal/422.JPG,,cashew,,0
cashew/Data/Images/Normal/455.JPG,,cashew,,0
cashew/Data/Images/Normal/201.JPG,,cashew,,0
cashew/Data/Images/Normal/310.JPG,,cashew,,0
cashew/Data/Images/Normal/147.JPG,,cashew,,0
cashew/Data/Images/Normal/008.JPG,,cashew,,0
cashew/Data/Images/Normal/023.JPG,,cashew,,0
cashew/Data/Images/Normal/352.JPG,,cashew,,0
cashew/Data/Images/Normal/104.JPG,,cashew,,0
cashew/Data/Images/Normal/337.JPG,,cashew,,0
cashew/Data/Images/Normal/213.JPG,,cashew,,0
cashew/Data/Images/Normal/276.JPG,,cashew,,0
cashew/Data/Images/Normal/402.JPG,,cashew,,0
cashew/Data/Images/Normal/166.JPG,,cashew,,0
cashew/Data/Images/Normal/013.JPG,,cashew,,0
cashew/Data/Images/Normal/050.JPG,,cashew,,0
cashew/Data/Images/Normal/400.JPG,,cashew,,0
cashew/Data/Images/Normal/461.JPG,,cashew,,0
cashew/Data/Images/Normal/377.JPG,,cashew,,0
cashew/Data/Images/Normal/006.JPG,,cashew,,0
cashew/Data/Images/Normal/148.JPG,,cashew,,0
cashew/Data/Images/Normal/384.JPG,,cashew,,0
cashew/Data/Images/Normal/228.JPG,,cashew,,0
cashew/Data/Images/Normal/260.JPG,,cashew,,0
cashew/Data/Images/Normal/435.JPG,,cashew,,0
cashew/Data/Images/Normal/405.JPG,,cashew,,0
cashew/Data/Images/Normal/087.JPG,,cashew,,0
cashew/Data/Images/Normal/324.JPG,,cashew,,0
cashew/Data/Images/Normal/130.JPG,,cashew,,0
cashew/Data/Images/Normal/392.JPG,,cashew,,0
cashew/Data/Images/Normal/467.JPG,,cashew,,0
cashew/Data/Images/Normal/143.JPG,,cashew,,0
cashew/Data/Images/Normal/389.JPG,,cashew,,0
cashew/Data/Images/Normal/181.JPG,,cashew,,0
cashew/Data/Images/Normal/309.JPG,,cashew,,0
cashew/Data/Images/Normal/012.JPG,,cashew,,0
cashew/Data/Images/Normal/367.JPG,,cashew,,0
cashew/Data/Images/Normal/344.JPG,,cashew,,0
cashew/Data/Images/Normal/484.JPG,,cashew,,0
cashew/Data/Images/Normal/089.JPG,,cashew,,0
cashew/Data/Images/Normal/398.JPG,,cashew,,0
cashew/Data/Images/Normal/460.JPG,,cashew,,0
cashew/Data/Images/Normal/239.JPG,,cashew,,0
cashew/Data/Images/Normal/342.JPG,,cashew,,0
cashew/Data/Images/Normal/369.JPG,,cashew,,0
cashew/Data/Images/Normal/284.JPG,,cashew,,0
cashew/Data/Images/Normal/098.JPG,,cashew,,0
cashew/Data/Images/Normal/446.JPG,,cashew,,0
cashew/Data/Images/Normal/482.JPG,,cashew,,0
cashew/Data/Images/Normal/093.JPG,,cashew,,0
cashew/Data/Images/Normal/244.JPG,,cashew,,0
cashew/Data/Images/Normal/272.JPG,,cashew,,0
cashew/Data/Images/Normal/307.JPG,,cashew,,0
cashew/Data/Images/Normal/487.JPG,,cashew,,0
